packet_num,hex_data
2253,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2254,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2255,00 00 00 0e 02 11 00 c8 01 20 00 81 01 39 00 57 01 52 00 2a
2256,01 7a 00 01 c9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2257,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2258,a5 0e 06 89 00 00 00 00 00 00 00 24 4c 02 01 fe 00 00 00 00
2259,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2260,00 00 00 03 01 b9 00 fc 00 f1 00 1c 01 21 01 49 01 42 01 7a
2261,01 5f 01 01 8c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2262,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2263,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2264,00 00 00 a9 01 5f 01 13 02 0e 01 5c 02 da 00 98 02 ae 00 d6
2265,02 87 00 01 d0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2266,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2267,a5 1a 3a 70 00 24 47 02 23 39 02 0b ea 00 0e 61 01 64 01 91
2268,01 39 40 00 21 00 01 94 00 00 00 00 00 00 00 00 00 00 00 00
2269,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2270,00 00 00 1a 03 68 00 26 03 50 00 0c 03 38 00 f4 02 24 00 c9
2271,02 13 00 01 a0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2272,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2273,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2274,00 00 00 62 02 0d 00 0a 02 15 00 c7 01 22 00 98 01 2f 00 41
2275,01 57 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2276,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2277,a5 11 06 8a 00 00 00 00 00 00 00 24 4c 02 11 69 00 01 83 00
2278,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2279,00 00 00 0d 01 7f 00 fe 00 a3 00 e3 00 e2 00 e9 00 1f 01 1e
2280,01 3c 01 01 85 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2281,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2282,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2283,00 00 00 4a 01 63 01 81 01 72 01 d1 01 44 01 16 02 15 01 6d
2284,02 d5 00 01 b0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2285,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2286,a5 12 3a 6e 00 24 47 02 0b ec 00 0e 60 01 64 01 91 01 01 8d
2287,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2288,00 00 00 cd 02 a0 00 0e 03 7f 00 2c 03 64 00 24 03 4b 00 1f
2289,03 35 00 01 82 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2290,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2291,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2292,00 00 00 f4 02 20 00 b5 02 11 00 35 02 13 00 0d 02 12 00 b0
2293,01 27 00 01 bc 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2294,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2295,a5 0e 06 8b 00 00 00 00 00 00 00 24 4b 02 01 fd 00 00 00 00
2296,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2297,00 00 00 6a 01 40 00 56 01 4d 00 10 01 81 00 f1 00 b0 00 e9
2298,00 e4 00 01 8e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2299,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2300,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2301,00 00 00 fb 00 19 01 23 01 42 01 62 01 50 01 96 01 56 01 de
2302,01 3c 01 01 a3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2303,a5 17 24 47 02 23 37 02 0b ee 00 0e 62 01 64 01 91 01 39 41
2304,00 21 00 01 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2305,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2306,00 00 00 32 02 01 01 8d 02 c6 00 dd 02 99 00 20 03 79 00 40
2307,03 65 00 01 96 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2308,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2309,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2310,00 00 00 39 03 4c 00 1f 03 35 00 ca 02 24 00 89 02 13 00 34
2311,02 11 00 01 29 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2312,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2313,a5 0e 06 8c 00 00 00 00 00 00 00 24 4b 02 01 fc 00 00 00 00
2314,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2315,00 00 00 f5 01 17 00 c8 01 20 00 98 01 2f 00 57 01 50 00 26
2316,01 78 00 01 d8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2317,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2318,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2319,00 00 00 ff 00 b6 00 f7 00 ee 00 24 01 12 01 45 01 3b 01 76
2320,01 56 01 01 bb 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2321,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2322,a5 14 24 46 02 0b f0 00 0e 61 01 64 01 91 01 39 41 00 22 00
2323,01 95 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2324,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2325,00 00 00 b6 01 56 01 fb 01 2c 01 51 02 ed 00 ad 02 b2 00 c8
2326,02 94 00 01 a7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2327,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2328,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2329,00 00 00 f7 02 73 00 29 03 5a 00 0e 03 41 00 09 03 2c 00 c9
2330,02 19 00 01 7d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2331,a5 0e 06 8d 00 00 00 00 00 00 00 24 4a 02 01 fc 00 00 00 00
2332,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2333,00 00 00 8c 02 0d 00 50 02 09 00 f6 01 16 00 c8 01 20 00 81
2334,01 39 00 01 36 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2335,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2336,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2337,00 00 00 45 01 5e 00 1a 01 88 00 08 01 bc 00 02 01 f4 00 21
2338,01 27 01 01 90 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2339,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2340,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2341,00 00 00 49 01 42 01 83 01 4d 01 ca 01 33 01 13 02 0e 01 7c
2342,02 ca 00 01 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2343,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2344,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2345,00 00 00 bb 02 a2 00 fa 02 7f 00 2c 03 64 00 4d 03 4e 00 20
2346,03 39 00 01 76 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2347,a5 1d 06 8e 00 00 00 00 00 00 00 23 3b 02 0b f2 00 0e 5f 01
2348,64 01 91 01 39 40 00 22 00 01 0e 00 00 00 00 00 00 00 00 00
2349,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2350,00 00 00 f4 02 24 00 e1 02 10 00 62 02 0d 00 25 02 0e 00 e0
2351,01 1a 00 01 2f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2352,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2353,00 00 00 98 01 2f 00 6c 01 44 00 34 01 6a 00 1d 01 8a 00 0c
2354,01 bf 00 01 51 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2355,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2356,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2357,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2358,00 00 00 21 02 fe 00 7a 02 c3 00 c8 02 94 00 1e 03 73 00 3d
2359,03 5b 00 01 f0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2360,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2361,a5 1b 06 8f 00 00 00 00 00 00 00 23 3c 02 0b f3 00 0d 0e 00
2362,0e 5e 01 64 01 91 01 01 8c 00 00 00 00 00 00 00 00 00 00 00
2363,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2364,00 00 00 37 03 48 00 0a 03 34 00 f4 02 20 00 ce 02 0d 00 4b
2365,02 0e 00 01 cc 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2366,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2367,00 00 00 25 02 0e 00 c7 01 22 00 98 01 2f 00 57 01 50 00 23
2368,01 76 00 01 b4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2369,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2370,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2371,a5 11 06 90 00 00 00 00 00 00 00 24 49 02 0b f5 00 01 fa 00
2372,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2373,00 00 00 1e 03 73 00 51 03 5d 00 37 03 48 00 1d 03 31 00 f4
2374,02 1d 00 01 b2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2375,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2376,00 00 00 a1 02 0f 00 4b 02 0e 00 0e 02 11 00 b0 01 27 00 81
2377,01 37 00 01 1e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2378,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2379,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2380,00 00 00 43 01 5c 00 17 01 85 00 f3 00 c4 00 fc 00 f1 00 17
2381,01 1c 01 01 c7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2382,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2383,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2384,00 00 00 45 01 3b 01 6a 01 60 01 b3 01 4d 01 f8 01 24 01 5f
2385,02 e0 00 01 2e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2386,a5 1d 06 91 00 00 00 00 00 00 00 23 37 02 0b f7 00 0e 61 01
2387,64 01 91 01 39 41 00 22 00 01 07 00 00 00 00 00 00 00 00 00
2388,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2389,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2390,00 00 00 aa 02 ab 00 fc 02 85 00 2e 03 69 00 3a 03 51 00 22
2391,03 3d 00 01 79 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2392,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2393,00 00 00 09 03 28 00 de 02 16 00 77 02 0d 00 21 02 10 00 f8
2394,01 14 00 01 ed 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2395,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2396,00 00 00 b0 01 27 00 6c 01 44 00 34 01 6a 00 1d 01 8a 00 fc
2397,00 ca 00 01 47 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2398,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2399,00 00 00 07 01 f7 00 2d 01 1d 01 66 01 37 01 93 01 4c 01 cd
2400,01 3c 01 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2401,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2402,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2403,00 00 00 31 02 f8 00 8b 02 bf 00 ca 02 9a 00 0c 03 79 00 3e
2404,03 60 00 01 d7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2405,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2406,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2407,00 00 00 4b 03 4a 00 1f 03 35 00 df 02 23 00 9f 02 12 00 35
2408,02 13 00 01 ed 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2409,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2410,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2411,00 00 00 0d 02 12 00 c8 01 20 00 81 01 37 00 57 01 50 00 23
2412,01 76 00 01 d8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2413,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2414,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2415,00 00 00 13 01 9a 00 f7 00 d9 00 1e 01 f6 00 37 01 28 01 77
2416,01 36 01 01 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2417,a5 23 06 93 00 00 00 00 00 00 00 3a 6e 00 24 48 02 23 39 02
2418,0b fb 00 0e 60 01 64 01 91 01 39 41 00 21 00 01 eb 00 00 00
2419,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2420,00 00 00 a2 01 4d 01 04 02 15 01 3e 02 eb 00 9b 02 b5 00 eb
2421,02 8b 00 01 db 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2422,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2423,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2424,00 00 00 30 03 6e 00 3d 03 5b 00 37 03 48 00 1d 03 31 00 f4
2425,02 1d 00 01 bb 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2426,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2427,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2428,00 00 00 a1 02 0f 00 34 02 11 00 0e 02 11 00 c8 01 20 00 98
2429,01 2f 00 01 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2430,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2431,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2432,00 00 00 41 01 5a 00 23 01 76 00 13 01 9a 00 06 01 ce 00 10
2433,01 00 01 01 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2434,a5 0e 06 94 00 00 00 00 00 00 00 24 4c 02 01 f3 00 00 00 00
2435,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2436,00 00 00 44 01 1f 01 77 01 36 01 a2 01 4d 01 04 02 15 01 3e
2437,02 eb 00 01 91 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2438,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2439,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2440,00 00 00 9b 02 b5 00 db 02 93 00 0a 03 73 00 3d 03 5b 00 4b
2441,03 45 00 01 6d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2442,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2443,a5 0f 24 48 02 0b fd 00 0e 5f 01 64 01 91 01 01 24 00 00 00
2444,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2445,00 00 00 08 03 30 00 df 02 1c 00 a2 02 0c 00 4d 02 0b 00 0e
2446,02 11 00 01 7a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2447,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2448,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2449,00 00 00 b0 01 27 00 81 01 39 00 43 01 5c 00 2a 01 7a 00 ff
2450,00 b6 00 01 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2451,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2452,a5 0e 06 95 00 00 00 00 00 00 00 24 4c 02 01 f2 00 00 00 00
2453,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2454,00 00 00 f7 00 ee 00 17 01 1c 01 45 01 3b 01 6a 01 60 01 b3
2455,01 4d 01 01 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2456,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2457,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2458,00 00 00 13 02 0e 01 4e 02 e6 00 bd 02 a9 00 fc 02 85 00 2e
2459,03 69 00 01 fe 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2460,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2461,a5 0e 3a 6c 00 24 47 02 23 3b 02 0b ff 00 01 82 00 00 00 00
2462,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2463,00 00 00 4f 03 53 00 36 03 3f 00 09 03 28 00 c8 02 16 00 8e
2464,02 0b 00 01 11 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2465,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2466,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2467,00 00 00 39 02 0c 00 de 01 1b 00 b0 01 27 00 6b 01 42 00 21
2468,01 74 00 01 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2469,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2470,a5 11 06 96 00 00 00 00 00 00 00 24 4b 02 11 6b 00 01 76 00
2471,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2472,00 00 00 fe 00 a3 00 f2 00 d7 00 fe 00 06 01 32 01 23 01 5e
2473,01 48 01 01 6f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2474,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2475,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2476,00 00 00 96 01 56 01 d1 01 44 01 32 02 01 01 8d 02 c6 00 dd
2477,02 99 00 01 d5 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2478,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2479,a5 0e 3a 70 00 24 47 02 23 3a 02 0b 01 01 01 7c 00 00 00 00
2480,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2481,00 00 00 0c 03 79 00 2a 03 5f 00 37 03 48 00 1f 03 35 00 f4
2482,02 20 00 01 da 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2483,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2484,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2485,00 00 00 9f 02 12 00 4b 02 0e 00 f5 01 17 00 c8 01 20 00 81
2486,01 37 00 01 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2487,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2488,a5 0e 06 97 00 00 00 00 00 00 00 24 4b 02 01 f1 00 00 00 00
2489,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2490,00 00 00 41 01 5a 00 23 01 76 00 13 01 9a 00 06 01 ce 00 1e
2491,01 f6 00 01 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2492,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2493,00 00 00 51 01 16 01 7b 01 3e 01 c8 01 2a 01 04 02 15 01 4e
2494,02 e6 00 01 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2495,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2496,a5 12 24 47 02 23 3b 02 0b 02 01 0e 5e 01 64 01 91 01 01 c0
2497,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2498,00 00 00 ad 02 b2 00 eb 02 8b 00 30 03 6e 00 50 03 58 00 36
2499,03 43 00 01 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2500,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2501,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2502,00 00 00 09 03 2c 00 de 02 19 00 a2 02 0c 00 1f 02 13 00 de
2503,01 1b 00 01 ce 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2504,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2505,a5 0e 06 98 00 00 00 00 00 00 00 24 4b 02 01 f0 00 00 00 00
2506,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2507,00 00 00 b0 01 27 00 6b 01 42 00 57 01 52 00 1a 01 88 00 03
2508,01 b9 00 01 4d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2509,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2510,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2511,00 00 00 f4 00 fe 00 14 01 30 01 4d 01 49 01 71 01 73 01 b6
2512,01 56 01 01 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2513,a5 18 3a 6c 00 24 46 02 23 37 02 0b 04 01 0d 0f 00 0e 61 01
2514,64 01 91 01 01 fe 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2515,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2516,00 00 00 07 02 1d 01 5f 02 e0 00 bd 02 a9 00 e9 02 85 00 1a
2517,03 68 00 01 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2518,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2519,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2520,00 00 00 28 03 54 00 36 03 3f 00 f4 02 2b 00 de 02 16 00 8e
2521,02 0b 00 01 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2522,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2523,a5 0e 06 99 00 00 00 00 00 00 00 24 4a 02 01 f0 00 00 00 00
2524,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2525,00 00 00 21 02 10 00 de 01 1b 00 c8 01 20 00 6c 01 44 00 34
2526,01 6a 00 01 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2527,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2528,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2529,00 00 00 1d 01 8a 00 fc 00 ca 00 07 01 f7 00 25 01 2c 01 66
2530,01 37 01 01 7e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2531,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2532,a5 0b 3a 6e 00 24 46 02 0b 06 01 01 d9 00 00 00 00 00 00 00
2533,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2534,00 00 00 89 01 60 01 db 01 34 01 32 02 01 01 8d 02 c6 00 dd
2535,02 99 00 01 de 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2536,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2537,00 00 00 0e 03 7f 00 2c 03 64 00 24 03 4b 00 0a 03 34 00 df
2538,02 20 00 01 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2539,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2540,a5 0e 06 9a 00 00 00 00 00 00 00 24 4a 02 01 ef 00 00 00 00
2541,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2542,00 00 00 89 02 13 00 1e 02 17 00 de 01 1d 00 b0 01 27 00 6a
2543,01 3e 00 01 8b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2544,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2545,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2546,00 00 00 3e 01 56 00 1d 01 73 00 fa 00 a0 00 f2 00 d7 00 f5
2547,00 15 01 01 49 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2548,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2549,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2550,00 00 00 2a 01 32 01 62 01 50 01 a2 01 4d 01 ed 01 34 01 42
2551,02 fb 00 01 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2552,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2553,a5 2b 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2554,00 00 00 9f 02 c2 00 e0 02 9f 00 0e 03 7f 00 40 03 65 00 4d
2555,03 4e 00 01 23 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2556,a5 04 02 00 01 fd 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2557,a5 17 06 9b 00 00 00 00 00 00 00 3a 6c 00 23 39 02 11 6a 00
2558,0b 08 01 01 cb 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
